Customer_Age,Gender,Dependent_count,Income_Category,Card_Category,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Credit_Limit,Avg_Utilization_Ratio
56,F,2,Unknown,Blue,6829.0,4727,76,8204.0,0.168
39,F,4,Unknown,Blue,1827.0,4207,86,1827.0,0.0
47,F,3,Unknown,Blue,2478.0,4317,83,4072.0,0.391
31,F,1,Less than $40K,Blue,1984.0,4794,73,1984.0,0.0
48,M,2,$60K - $80K,Blue,8086.0,4775,78,8086.0,0.0
51,F,2,Less than $40K,Blue,82.0,4660,68,1588.0,0.948
47,M,2,$40K - $60K,Blue,1536.0,4643,89,1536.0,0.0
35,F,1,Unknown,Blue,4460.0,5473,79,4460.0,0.0
46,F,5,Unknown,Blue,9774.0,5157,72,11287.0,0.134
48,M,3,$80K - $120K,Blue,913.0,2639,46,3430.0,0.734
51,F,3,Less than $40K,Blue,414.0,4351,81,1759.0,0.765
41,M,3,$120K +,Blue,6314.0,2718,44,6314.0,0.0
57,F,3,Unknown,Blue,5683.0,5063,83,7176.0,0.208
58,F,2,$40K - $60K,Blue,2295.0,2140,40,2295.0,0.0
43,M,5,$60K - $80K,Blue,1438.3,2389,49,1438.3,0.0
48,F,4,Less than $40K,Blue,41.0,5199,73,1843.0,0.978
49,M,3,$40K - $60K,Blue,963.0,4997,89,2181.0,0.558
47,M,2,$80K - $120K,Blue,4754.0,2607,41,4754.0,0.0
43,M,0,$80K - $120K,Blue,11247.0,4894,85,11247.0,0.0
55,M,2,$120K +,Blue,15393.0,3761,58,16258.0,0.053
49,M,3,$120K +,Blue,33200.0,3863,69,34516.0,0.038
43,M,1,$60K - $80K,Blue,2526.0,3607,75,4255.0,0.406
48,F,4,Less than $40K,Blue,1438.3,5045,82,1438.3,0.0
57,F,3,Less than $40K,Blue,815.0,4750,89,3029.0,0.731
56,F,4,Unknown,Blue,7785.0,4378,86,9091.0,0.144
50,M,2,$60K - $80K,Blue,969.0,4905,80,3318.0,0.708
44,F,2,Less than $40K,Blue,1791.0,2771,36,1791.0,0.0
43,F,3,Less than $40K,Blue,849.0,4387,91,1620.0,0.476
58,F,1,Less than $40K,Blue,1552.0,4731,71,1552.0,0.0
53,F,1,Less than $40K,Blue,955.0,4520,84,3472.0,0.725
48,F,4,Less than $40K,Silver,9507.0,4892,94,10973.0,0.134
50,M,2,$120K +,Blue,24562.0,4302,63,25645.0,0.042
59,F,1,Less than $40K,Blue,1740.0,2828,50,4257.0,0.591
42,F,1,Less than $40K,Blue,3422.0,4486,74,3422.0,0.0
45,F,1,Less than $40K,Blue,3566.0,4182,85,4977.0,0.284
33,F,3,$40K - $60K,Blue,1438.3,4528,86,1438.3,0.0
39,F,0,Less than $40K,Blue,637.3,4386,64,1438.3,0.557
40,F,1,Unknown,Blue,2613.0,4501,96,3369.0,0.224
47,F,3,Unknown,Blue,5477.0,4758,81,7114.0,0.23
38,M,1,$80K - $120K,Blue,10972.0,4401,73,10972.0,0.0
45,F,3,$40K - $60K,Blue,1438.3,4462,77,1438.3,0.0
48,F,5,$40K - $60K,Blue,985.0,4610,78,2446.0,0.597
45,M,5,$60K - $80K,Blue,3439.0,2661,35,3439.0,0.0
56,F,3,$40K - $60K,Blue,1345.0,4586,72,3005.0,0.552
50,F,5,Less than $40K,Blue,1192.0,4360,95,2033.0,0.414
53,F,4,Less than $40K,Blue,772.0,5063,78,2415.0,0.68
40,M,4,$60K - $80K,Blue,5051.0,2137,45,5051.0,0.0
49,M,4,Unknown,Blue,2183.0,3552,68,3519.0,0.38
26,M,0,Less than $40K,Silver,10254.0,4258,68,10254.0,0.0
48,F,3,Less than $40K,Blue,539.0,5331,79,1853.0,0.709
51,M,1,$60K - $80K,Silver,28673.0,3722,69,28673.0,0.0
44,F,1,Less than $40K,Blue,1895.0,2472,40,1895.0,0.0
56,F,2,Less than $40K,Blue,883.0,3588,63,2041.0,0.567
46,F,2,Less than $40K,Blue,1438.3,5013,81,1438.3,0.0
54,F,1,Less than $40K,Blue,587.0,4148,54,1572.0,0.627
48,F,4,Unknown,Blue,1250.0,5111,90,3187.0,0.608
59,F,1,Unknown,Blue,5006.0,4636,91,7427.0,0.326
50,F,4,Less than $40K,Blue,1460.0,4265,63,1460.0,0.0
52,M,3,$80K - $120K,Blue,25410.0,5472,70,25410.0,0.0
56,F,0,Less than $40K,Blue,949.0,4684,82,2143.0,0.557
42,M,3,$40K - $60K,Blue,7082.0,4195,89,8566.0,0.173
43,M,3,$60K - $80K,Blue,1438.3,5200,89,1438.3,0.0
59,F,0,Less than $40K,Blue,3297.0,4783,91,3297.0,0.0
39,F,2,Less than $40K,Blue,299.0,4817,87,2816.0,0.894
53,F,4,Unknown,Blue,10203.0,2585,48,10533.0,0.031
53,F,1,Less than $40K,Blue,1204.0,2164,45,2370.0,0.492
35,F,3,Less than $40K,Blue,1678.0,2475,61,1678.0,0.0
36,F,1,Less than $40K,Blue,1493.0,2516,63,1493.0,0.0
51,F,4,Less than $40K,Blue,1078.0,4647,86,2350.0,0.541
50,F,4,Less than $40K,Blue,1076.0,2272,57,2690.0,0.6
42,F,3,Unknown,Blue,5337.0,4653,71,7226.0,0.261
54,F,3,Less than $40K,Blue,1351.0,4883,71,3173.0,0.574
43,F,2,Less than $40K,Blue,1498.0,4233,77,2890.0,0.482
46,F,3,Less than $40K,Blue,3313.0,2135,44,3313.0,0.0
40,F,4,$40K - $60K,Blue,1031.0,2480,47,2625.0,0.607
44,F,2,$40K - $60K,Blue,1834.0,5402,87,1834.0,0.0
43,F,2,Less than $40K,Blue,1081.0,5066,75,3226.0,0.665
56,M,4,$60K - $80K,Blue,1585.0,4268,81,3426.0,0.537
49,F,3,Less than $40K,Blue,1389.0,3890,78,2174.0,0.361
60,F,1,$40K - $60K,Blue,3959.0,4935,92,3959.0,0.0
49,F,1,Less than $40K,Blue,868.0,4656,72,2215.0,0.608
47,F,3,Less than $40K,Blue,1219.0,4766,87,2814.0,0.567
56,M,3,$60K - $80K,Blue,5928.0,4097,78,6941.0,0.146
44,F,3,Unknown,Blue,3269.0,5022,85,3269.0,0.0
42,F,2,Less than $40K,Blue,2012.0,4163,83,3172.0,0.366
54,F,3,Less than $40K,Blue,1440.0,2398,29,2452.0,0.413
36,F,2,Less than $40K,Blue,5070.0,4644,85,5070.0,0.0
56,M,2,$40K - $60K,Blue,743.0,5110,86,1466.0,0.493
52,F,2,Less than $40K,Blue,65.0,4663,85,2427.0,0.973
59,M,2,$120K +,Blue,16138.0,4740,78,17999.0,0.103
44,F,1,$40K - $60K,Blue,3015.0,4999,95,4553.0,0.338
55,F,1,Unknown,Blue,1057.0,4644,79,2953.0,0.642
39,F,2,$40K - $60K,Blue,4363.0,2596,48,4363.0,0.0
57,F,1,Less than $40K,Blue,1894.0,5750,73,1894.0,0.0
48,F,3,Less than $40K,Blue,842.0,4189,83,2097.0,0.598
47,M,4,$60K - $80K,Blue,994.0,5065,80,1983.0,0.499
50,F,1,Less than $40K,Blue,671.0,4937,75,2210.0,0.696
52,M,2,$60K - $80K,Blue,6872.0,4844,83,7879.0,0.128
46,F,3,$40K - $60K,Blue,1649.0,5577,95,3336.0,0.506
34,F,2,Less than $40K,Blue,328.0,5228,68,1726.0,0.81
45,F,3,Less than $40K,Blue,1394.0,4878,92,2917.0,0.522
39,F,3,Unknown,Blue,1675.0,2219,44,3023.0,0.446
49,M,2,$40K - $60K,Blue,370.0,3911,80,1915.0,0.807
43,M,3,$40K - $60K,Blue,2780.0,5021,84,4878.0,0.43
41,F,3,Less than $40K,Blue,524.0,4887,76,2066.0,0.746
53,F,1,$40K - $60K,Blue,1049.0,4341,69,2164.0,0.515
42,F,5,Less than $40K,Blue,4415.0,4042,60,6250.0,0.294
43,F,3,Less than $40K,Blue,1484.0,4838,81,1484.0,0.0
45,M,2,$40K - $60K,Blue,3127.0,4598,80,4718.0,0.337
44,F,2,Less than $40K,Blue,1010.0,5626,77,2275.0,0.556
44,F,4,Less than $40K,Blue,269.3,4429,78,1438.3,0.813
51,F,2,Less than $40K,Blue,2644.0,4684,86,3683.0,0.282
38,F,1,Less than $40K,Blue,1419.0,4488,88,2722.0,0.479
43,M,1,$80K - $120K,Silver,32471.0,4081,54,34516.0,0.059
48,M,4,$60K - $80K,Blue,573.0,4091,71,2072.0,0.723
53,M,4,$120K +,Blue,4871.0,4985,87,6383.0,0.237
39,F,4,$40K - $60K,Blue,423.0,4714,81,2725.0,0.845
47,F,5,Unknown,Blue,676.0,4138,64,2675.0,0.747
42,M,3,$60K - $80K,Blue,1438.3,4246,83,1438.3,0.0
50,M,5,$120K +,Blue,13478.0,4738,56,13478.0,0.0
46,F,2,Less than $40K,Blue,1034.0,4144,73,2841.0,0.636
33,F,1,Less than $40K,Blue,53.0,5271,76,1830.0,0.971
37,M,2,$120K +,Blue,1156.0,3696,82,2360.0,0.51
43,M,3,$60K - $80K,Blue,1835.0,4667,91,3717.0,0.506
56,F,3,Less than $40K,Blue,1438.3,1988,42,1438.3,0.0
42,M,3,$60K - $80K,Blue,1094.0,4955,83,2289.0,0.522
56,F,1,Unknown,Blue,5338.0,4139,69,5338.0,0.0
44,F,3,Less than $40K,Blue,544.3,4687,85,1438.3,0.622
40,M,1,$60K - $80K,Blue,904.0,4159,67,2276.0,0.603
43,F,4,$40K - $60K,Blue,2983.0,5244,87,4091.0,0.271
45,M,4,$80K - $120K,Blue,2228.0,4512,80,3798.0,0.413
47,F,5,Less than $40K,Blue,956.0,4189,80,1778.0,0.462
38,F,3,Less than $40K,Blue,494.0,2750,41,2920.0,0.831
49,F,1,Less than $40K,Blue,1938.0,2870,49,1938.0,0.0
62,F,1,Less than $40K,Blue,2364.0,3908,80,4049.0,0.416
45,M,4,$80K - $120K,Blue,276.3,4598,86,1438.3,0.808
40,M,2,$60K - $80K,Blue,8855.0,4957,90,10880.0,0.186
51,M,4,$60K - $80K,Blue,1445.0,4097,67,3451.0,0.581
41,M,3,$60K - $80K,Blue,18578.0,4754,77,20749.0,0.105
49,F,0,Less than $40K,Blue,913.0,4466,69,2481.0,0.632
61,M,0,$60K - $80K,Blue,365.0,4479,71,2415.0,0.849
33,F,4,Less than $40K,Blue,1438.3,4641,85,1438.3,0.0
45,F,4,Unknown,Blue,6026.0,4240,67,7600.0,0.207
35,F,3,Less than $40K,Blue,1438.3,5020,94,1438.3,0.0
41,F,4,Less than $40K,Blue,740.0,5111,83,2601.0,0.715
48,F,4,Unknown,Blue,108.0,4378,81,2625.0,0.959
49,M,5,$60K - $80K,Blue,5578.0,3459,53,5578.0,0.0
52,F,2,Less than $40K,Blue,3698.0,3763,82,3698.0,0.0
51,F,2,$40K - $60K,Blue,297.3,4485,85,1438.3,0.793
45,F,4,Less than $40K,Blue,737.0,5575,73,1795.0,0.589
42,F,2,Less than $40K,Blue,806.0,4833,71,1933.0,0.583
41,M,3,$120K +,Blue,27169.0,3906,87,27169.0,0.0
30,F,0,Less than $40K,Blue,1147.0,5568,90,2367.0,0.515
54,F,3,Less than $40K,Blue,5101.0,4633,84,5642.0,0.096
60,F,2,Less than $40K,Blue,883.0,4621,91,3239.0,0.727
52,F,1,Less than $40K,Blue,523.0,4608,61,3040.0,0.828
37,F,2,$40K - $60K,Blue,2997.0,4835,77,3680.0,0.186
44,M,2,$60K - $80K,Blue,1787.0,3912,79,1787.0,0.0
52,M,2,$60K - $80K,Blue,2315.0,3946,63,4752.0,0.513
46,F,3,Unknown,Blue,1706.0,2320,42,1706.0,0.0
45,F,2,Unknown,Blue,8103.0,5221,82,8103.0,0.0
43,M,1,$60K - $80K,Blue,1984.0,4898,80,3764.0,0.473
40,F,3,Less than $40K,Blue,3919.0,2416,45,5492.0,0.286
39,F,2,Less than $40K,Blue,2807.0,5152,90,3554.0,0.21
44,F,2,Less than $40K,Blue,840.0,5357,91,3170.0,0.735
49,F,2,Unknown,Blue,863.0,4739,86,2464.0,0.65
41,M,4,Less than $40K,Blue,1925.0,4015,76,3429.0,0.439
50,M,2,$60K - $80K,Blue,443.0,5298,71,2021.0,0.781
54,F,4,Less than $40K,Blue,1131.0,4609,61,2444.0,0.537
39,F,1,Unknown,Blue,1593.0,4861,82,2751.0,0.421
52,F,2,$40K - $60K,Blue,6658.0,4552,81,9017.0,0.262
51,F,1,$40K - $60K,Blue,444.0,4841,88,2107.0,0.789
46,F,1,Less than $40K,Blue,955.0,4802,90,2029.0,0.529
48,M,3,$120K +,Blue,32777.0,4520,75,32777.0,0.0
50,M,2,$120K +,Blue,4607.0,4793,88,4607.0,0.0
52,F,1,Unknown,Blue,23486.0,4530,74,23486.0,0.0
54,F,2,Unknown,Blue,1997.0,4961,82,1997.0,0.0
40,F,5,$40K - $60K,Blue,1357.0,4758,67,3144.0,0.568
47,F,4,$40K - $60K,Blue,874.0,4904,85,2725.0,0.679
53,F,2,Less than $40K,Blue,880.0,4194,78,1874.0,0.53
45,M,3,$120K +,Blue,4618.0,2305,42,7135.0,0.353
35,F,4,Unknown,Blue,2792.0,5121,80,3379.0,0.174
48,F,3,$40K - $60K,Blue,1747.0,5033,81,2804.0,0.377
44,M,2,$60K - $80K,Blue,16553.0,4797,82,16553.0,0.0
41,F,3,Unknown,Blue,2246.0,3607,51,2246.0,0.0
42,F,4,Unknown,Blue,983.0,4577,81,2875.0,0.658
51,F,1,Unknown,Blue,3668.0,4753,87,3668.0,0.0
45,F,3,$40K - $60K,Blue,336.0,4971,65,2853.0,0.882
50,F,3,Less than $40K,Blue,963.0,4563,89,2382.0,0.596
54,F,3,Less than $40K,Blue,1051.0,4854,74,2830.0,0.629
47,F,3,Unknown,Blue,24163.0,3995,64,24987.0,0.033
52,F,4,Less than $40K,Blue,1537.0,4452,89,3705.0,0.585
49,F,3,Less than $40K,Blue,1675.0,2622,53,1675.0,0.0
47,F,3,$40K - $60K,Blue,1439.0,5047,79,1439.0,0.0
54,F,3,$40K - $60K,Blue,4440.0,3720,89,4440.0,0.0
52,F,1,Less than $40K,Blue,798.0,4515,77,2563.0,0.689
46,F,4,Less than $40K,Blue,158.0,4588,75,1896.0,0.917
39,F,3,Less than $40K,Blue,2190.0,2338,40,2190.0,0.0
55,F,0,Less than $40K,Blue,667.0,4726,87,2596.0,0.743
44,F,2,$40K - $60K,Blue,3635.0,2558,38,4196.0,0.134
43,F,3,Less than $40K,Blue,650.0,4774,74,1616.0,0.598
42,M,5,$60K - $80K,Blue,4880.0,5022,76,6618.0,0.263
50,F,4,Less than $40K,Blue,2477.0,2037,43,2477.0,0.0
38,F,3,$40K - $60K,Blue,1132.0,5616,73,3040.0,0.628
41,M,3,$60K - $80K,Blue,3651.0,1679,29,4697.0,0.223
51,M,4,$40K - $60K,Blue,2214.0,4460,85,4436.0,0.501
44,F,2,Less than $40K,Silver,13138.0,3881,77,13138.0,0.0
46,M,2,$60K - $80K,Blue,757.3,2527,38,1438.3,0.473
38,F,3,Less than $40K,Blue,1743.0,4636,86,3297.0,0.471
46,M,2,$60K - $80K,Blue,4838.0,4514,66,6272.0,0.229
54,M,3,$40K - $60K,Blue,3833.0,4325,77,5608.0,0.317
42,M,4,$60K - $80K,Blue,8147.0,4033,76,9906.0,0.178
30,F,0,Less than $40K,Blue,575.0,5247,84,1621.0,0.645
49,F,4,Less than $40K,Blue,1132.0,5106,74,2305.0,0.509
54,F,1,$40K - $60K,Blue,7008.0,4804,79,9525.0,0.264
41,M,3,$80K - $120K,Blue,2521.0,2422,41,4742.0,0.468
51,M,4,$120K +,Blue,1021.0,4674,71,3168.0,0.678
37,F,3,Less than $40K,Blue,1551.0,5076,84,2939.0,0.472
44,F,1,Less than $40K,Blue,1436.0,4171,75,2724.0,0.473
46,F,2,Unknown,Blue,6114.0,4861,77,6990.0,0.125
45,M,2,$60K - $80K,Blue,1870.0,4891,65,1870.0,0.0
55,F,4,$40K - $60K,Blue,1438.3,4885,88,1438.3,0.0
55,F,1,$40K - $60K,Blue,3919.0,2877,49,4629.0,0.153
50,M,3,$120K +,Blue,33382.0,4520,73,34516.0,0.033
36,F,3,Less than $40K,Blue,1297.0,2424,40,1558.0,0.168
45,M,4,$60K - $80K,Blue,10576.0,2032,39,13093.0,0.192
45,F,5,$40K - $60K,Blue,1438.3,5346,84,1438.3,0.0
41,F,3,$40K - $60K,Blue,4451.0,4456,75,4451.0,0.0
44,M,4,$60K - $80K,Blue,6426.0,4892,80,6426.0,0.0
47,F,5,Less than $40K,Blue,811.0,4510,88,2761.0,0.706
38,F,1,$40K - $60K,Blue,1045.0,4711,64,2148.0,0.514
49,F,4,$40K - $60K,Blue,837.0,4208,71,2485.0,0.663
39,F,4,$40K - $60K,Blue,877.0,5421,75,3394.0,0.742
50,F,3,$40K - $60K,Blue,1620.0,5657,91,3367.0,0.519
50,F,0,$40K - $60K,Blue,3094.0,4325,86,4154.0,0.255
47,F,3,Less than $40K,Blue,526.0,4538,74,2154.0,0.756
54,F,4,Less than $40K,Blue,722.0,4504,80,2506.0,0.712
46,F,3,Less than $40K,Blue,659.0,3474,60,1774.0,0.629
43,F,2,Unknown,Blue,1590.0,5236,77,3287.0,0.516
42,F,3,Unknown,Blue,886.0,4786,87,1821.0,0.513
49,M,4,$80K - $120K,Blue,31999.0,3990,65,34516.0,0.073
45,F,4,$40K - $60K,Blue,1848.0,4700,69,3918.0,0.528
49,F,1,Unknown,Blue,3364.0,4349,58,5455.0,0.383
41,F,1,Less than $40K,Blue,2372.0,2499,41,2372.0,0.0
45,F,2,Less than $40K,Blue,1492.0,2469,38,1492.0,0.0
44,F,1,Less than $40K,Blue,834.0,4534,87,1550.0,0.462
58,F,3,Less than $40K,Blue,621.0,4863,79,2669.0,0.767
42,M,4,$60K - $80K,Blue,2470.0,4559,80,3311.0,0.254
51,F,4,Less than $40K,Blue,997.0,5524,71,3068.0,0.675
55,F,1,Unknown,Blue,2721.0,5443,73,2721.0,0.0
37,F,2,$40K - $60K,Blue,533.0,4698,75,3050.0,0.825
60,F,2,Unknown,Blue,1692.0,5200,81,3356.0,0.496
42,F,4,$40K - $60K,Blue,1402.0,4911,82,2647.0,0.47
50,F,4,Less than $40K,Blue,1305.0,4543,71,2407.0,0.458
52,F,2,Unknown,Blue,443.0,2888,50,2233.0,0.802
42,M,3,$80K - $120K,Blue,32106.0,4452,83,32106.0,0.0
48,F,4,Less than $40K,Blue,827.0,5069,76,2089.0,0.604
48,F,3,Less than $40K,Blue,690.0,4906,83,2185.0,0.684
44,F,2,Less than $40K,Blue,3302.0,4301,58,4057.0,0.186
44,F,4,$40K - $60K,Blue,666.0,4017,63,3183.0,0.791
45,F,5,Less than $40K,Blue,1116.0,4071,75,2699.0,0.587
57,M,3,$80K - $120K,Blue,15334.0,4231,62,17096.0,0.103
50,F,2,Less than $40K,Blue,2897.0,4891,87,2897.0,0.0
46,F,2,Less than $40K,Blue,6568.0,1507,33,6568.0,0.0
40,F,4,Unknown,Blue,650.0,4216,71,1622.0,0.599
51,F,2,Less than $40K,Blue,720.3,4447,71,1438.3,0.499
34,F,2,$40K - $60K,Blue,1677.0,4035,87,1677.0,0.0
48,F,2,Unknown,Blue,7139.0,4588,74,7884.0,0.094
57,F,2,Less than $40K,Blue,1860.0,5109,62,1860.0,0.0
48,F,3,Unknown,Blue,5648.0,5372,93,8074.0,0.3
47,F,4,Less than $40K,Blue,551.0,4592,83,2124.0,0.741
48,F,4,Less than $40K,Blue,1698.0,3843,67,3413.0,0.502
41,F,5,Less than $40K,Blue,770.0,5089,80,2178.0,0.646
47,F,3,Unknown,Blue,547.0,5347,87,2446.0,0.776
37,F,2,Less than $40K,Blue,2491.0,4490,66,3967.0,0.372
45,F,4,Unknown,Blue,2119.0,4323,64,4146.0,0.489
26,F,0,Unknown,Silver,32113.0,4174,59,34516.0,0.07
58,F,0,Less than $40K,Blue,614.0,5269,80,1869.0,0.671
46,F,2,Unknown,Blue,834.0,4043,73,2168.0,0.615
49,F,2,Less than $40K,Blue,820.0,4926,82,2096.0,0.609
41,M,2,$60K - $80K,Blue,6300.0,4828,82,7293.0,0.136
46,F,4,Unknown,Blue,1438.3,4659,74,1438.3,0.0
42,M,2,$40K - $60K,Blue,752.3,3499,80,1438.3,0.477
57,F,3,Less than $40K,Blue,758.0,5154,81,2298.0,0.67
48,F,4,Unknown,Blue,2993.0,4313,85,3829.0,0.218
58,F,3,Less than $40K,Blue,597.0,5067,69,1517.0,0.606
46,F,2,Less than $40K,Silver,11920.0,4266,63,13427.0,0.112
53,M,3,$80K - $120K,Blue,16747.0,4350,76,16747.0,0.0
58,F,1,Unknown,Blue,7710.0,4937,73,9926.0,0.223
54,F,2,Less than $40K,Blue,1880.0,4413,80,2691.0,0.301
42,F,3,$40K - $60K,Blue,1456.0,2843,42,1456.0,0.0
43,F,4,Less than $40K,Blue,742.0,4906,80,2005.0,0.63
35,F,3,Less than $40K,Blue,3601.0,4544,81,4790.0,0.248
46,F,2,Less than $40K,Blue,1484.0,4117,76,3123.0,0.525
42,F,3,Less than $40K,Blue,2954.0,5103,94,5471.0,0.46
53,M,3,$120K +,Blue,13670.0,4812,81,13670.0,0.0
52,M,2,$60K - $80K,Blue,3460.0,2355,47,3460.0,0.0
48,M,2,$40K - $60K,Blue,685.0,4675,88,3202.0,0.786
31,F,1,Less than $40K,Blue,1438.3,2614,49,1438.3,0.0
50,M,2,$60K - $80K,Blue,925.0,5483,77,2296.0,0.597
54,F,5,Less than $40K,Blue,1476.0,4462,75,1476.0,0.0
35,F,3,Unknown,Blue,11517.0,4601,65,12287.0,0.063
41,F,4,Less than $40K,Blue,904.0,5011,61,2470.0,0.634
46,M,2,$120K +,Blue,23539.0,3457,66,24431.0,0.037
41,M,4,Less than $40K,Blue,952.0,4630,84,1950.0,0.512
49,F,4,Less than $40K,Blue,6615.0,4575,75,6615.0,0.0
47,F,4,Unknown,Blue,4896.0,5298,72,5756.0,0.149
55,F,2,Unknown,Blue,1438.3,2278,57,1438.3,0.0
32,F,0,Less than $40K,Blue,725.3,5099,80,1438.3,0.496
50,F,2,Less than $40K,Blue,1912.0,4851,87,1912.0,0.0
45,F,4,Unknown,Blue,2918.0,2240,34,4549.0,0.359
45,F,4,Less than $40K,Blue,674.0,5458,84,1979.0,0.659
40,F,5,$40K - $60K,Blue,1056.0,5089,71,2803.0,0.623
45,F,3,Less than $40K,Blue,298.0,4747,77,2548.0,0.883
45,F,2,Less than $40K,Blue,629.0,5401,93,1457.0,0.568
32,F,0,Less than $40K,Blue,1438.3,2464,37,1438.3,0.0
59,F,1,$40K - $60K,Blue,571.0,5350,96,1980.0,0.712
48,F,2,Less than $40K,Blue,954.0,4763,83,2216.0,0.569
57,F,3,$40K - $60K,Blue,1745.0,3943,75,4262.0,0.591
42,F,2,Less than $40K,Blue,831.0,4649,88,2573.0,0.677
55,F,2,$40K - $60K,Blue,3424.0,4569,82,5431.0,0.37
43,F,5,Less than $40K,Blue,2183.0,4797,87,3092.0,0.294
37,F,2,Less than $40K,Blue,2984.0,4878,86,2984.0,0.0
48,F,2,Unknown,Blue,1169.0,4629,77,2186.0,0.465
34,M,1,Less than $40K,Blue,1020.0,4314,74,2669.0,0.618
50,F,3,Less than $40K,Blue,633.0,5110,75,1789.0,0.646
36,F,1,Less than $40K,Blue,324.0,4811,77,2835.0,0.886
44,F,5,Less than $40K,Blue,679.0,4805,86,1558.0,0.564
47,M,4,$80K - $120K,Blue,7299.0,4678,83,7299.0,0.0
56,F,1,Less than $40K,Blue,3556.0,2220,45,3556.0,0.0
45,F,3,Less than $40K,Blue,604.3,4976,70,1438.3,0.58
35,F,2,Unknown,Blue,1507.0,4679,85,1507.0,0.0
51,F,2,Unknown,Blue,7551.0,2977,46,7551.0,0.0
38,F,2,Less than $40K,Blue,1596.0,4426,76,2468.0,0.353
42,F,3,Less than $40K,Blue,1062.0,4025,74,2515.0,0.578
59,F,0,Unknown,Blue,9076.0,3048,53,9076.0,0.0
45,M,3,$60K - $80K,Blue,9600.0,5052,61,10699.0,0.103
34,M,2,$80K - $120K,Blue,1439.0,2932,44,1439.0,0.0
44,F,3,Unknown,Blue,6204.0,5169,82,7212.0,0.14
54,F,4,$40K - $60K,Blue,1912.0,5237,75,3089.0,0.381
46,M,3,$80K - $120K,Blue,11250.0,4514,70,11250.0,0.0
53,F,1,Less than $40K,Blue,701.0,4881,75,1665.0,0.579
54,M,1,$120K +,Blue,802.0,4468,84,2456.0,0.673
47,M,1,$60K - $80K,Blue,11773.0,5098,58,11773.0,0.0
43,F,4,$40K - $60K,Blue,1438.3,4494,82,1438.3,0.0
41,F,3,$40K - $60K,Blue,1150.0,4699,77,3104.0,0.63
48,F,3,Unknown,Blue,2337.0,5203,90,2337.0,0.0
50,F,3,Less than $40K,Blue,1724.0,5173,87,4060.0,0.575
42,F,4,Less than $40K,Blue,1219.0,4751,87,3428.0,0.644
44,M,3,$40K - $60K,Blue,10450.0,4520,74,12967.0,0.194
45,M,3,Less than $40K,Blue,1684.0,5413,90,2326.0,0.276
39,F,3,Unknown,Blue,3521.0,2862,52,4376.0,0.195
46,M,3,$60K - $80K,Blue,12745.0,4380,80,12745.0,0.0
39,M,2,$60K - $80K,Blue,899.0,4498,96,1790.0,0.498
40,F,3,Less than $40K,Blue,2969.0,4109,70,2969.0,0.0
43,M,3,$40K - $60K,Blue,3382.0,4436,83,4970.0,0.32
49,F,3,$40K - $60K,Blue,3974.0,4643,80,5400.0,0.264
46,F,1,Unknown,Blue,2069.0,2754,55,2069.0,0.0
52,F,2,Unknown,Blue,3192.0,4191,80,3192.0,0.0
48,F,3,Less than $40K,Blue,1033.0,4833,81,2105.0,0.509
44,M,4,$80K - $120K,Blue,1015.0,5056,82,1876.0,0.459
57,F,3,Less than $40K,Blue,1462.0,2299,42,1462.0,0.0
40,F,2,$40K - $60K,Blue,1014.0,5115,84,2351.0,0.569
54,F,3,Less than $40K,Blue,1719.0,4869,65,1719.0,0.0
47,F,4,$40K - $60K,Blue,1438.3,5216,78,1438.3,0.0
26,F,0,Less than $40K,Blue,138.0,4746,75,2516.0,0.945
33,F,1,$40K - $60K,Blue,4883.0,4613,82,4883.0,0.0
38,M,3,$80K - $120K,Blue,1612.0,3831,45,3413.0,0.528
59,F,0,$40K - $60K,Blue,1852.0,2851,49,1852.0,0.0
35,F,2,Unknown,Blue,1325.0,4725,83,3339.0,0.603
45,F,4,Less than $40K,Blue,1268.0,2401,54,3785.0,0.665
61,M,0,$40K - $60K,Blue,748.0,4431,71,2228.0,0.664
55,F,1,Less than $40K,Blue,2831.0,2954,42,3626.0,0.219
58,F,0,$40K - $60K,Blue,892.0,4962,81,2194.0,0.593
41,F,5,Less than $40K,Blue,729.0,4500,71,2665.0,0.726
42,M,4,$40K - $60K,Blue,2444.0,4220,50,2444.0,0.0
45,F,4,Less than $40K,Blue,1097.0,5321,78,3335.0,0.671
45,F,3,Less than $40K,Blue,599.0,5578,89,2726.0,0.78
51,F,1,Less than $40K,Blue,144.0,2878,45,1665.0,0.914
40,F,2,Less than $40K,Blue,1073.0,4981,90,2734.0,0.608
57,F,2,Less than $40K,Blue,731.0,5112,82,1727.0,0.577
50,F,1,Unknown,Blue,18734.0,4351,79,19349.0,0.032
53,M,0,$60K - $80K,Blue,12241.0,4031,82,13409.0,0.087
45,F,3,Less than $40K,Blue,1438.3,4928,84,1438.3,0.0
42,F,3,$40K - $60K,Blue,4757.0,3029,52,6330.0,0.248
49,F,4,Less than $40K,Blue,58.0,1874,40,2575.0,0.977
55,F,1,$40K - $60K,Blue,1695.0,4291,77,3391.0,0.5
48,F,3,Less than $40K,Blue,5298.0,4834,80,5298.0,0.0
44,F,2,Less than $40K,Blue,979.0,5039,82,2540.0,0.615
63,M,1,$60K - $80K,Blue,11817.0,2083,56,14324.0,0.175
